,,,Resultant Columns to be filled with web scraping,,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1222234,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL241973,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1222362,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1222134,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1080490,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL69571,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL325750,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL2392351,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL3612360,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL366904,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL3805518,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1086626,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL72794,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1086756,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1080046,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL139926,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL82663,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL2393243,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL551964,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL69451,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL506214,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1076586,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL24077,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL284092,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL430798,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL199839,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL115280,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL72292,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL73589,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL487387,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL313189,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL3354065,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL59725,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1092921,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL310310,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1255588,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1089881,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1094231,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL14376,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL83894,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1093802,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL415300,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL3623290,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1278088,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL571987,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL589,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL441765,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL13647,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL240773,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL305187,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL25856,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL3736156,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL172,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1189234,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL445102,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1210154,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL479383,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1807053,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL654,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL56,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL204449,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL3613642,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL3099716,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL267014,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1757,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL2440659,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL3771118,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL53,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL267930,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1909073,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL588119,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1909072,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL2103774,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL2079587,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1201216,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL3350037,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL13341,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1110,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1490,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL895,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1020,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1319362,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1200545,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1754,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL60889,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL427526,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1371125,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL838,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1592,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL47244,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1366,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1481,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL227934,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1628227,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1626,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1201146,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1255901,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1200604,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL508112,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL870,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1201203,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1262,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1016,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL54126,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL698,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL49080,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL521589,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL39,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1219,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL45245,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL531,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1732,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1123,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL87285,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL56337,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL116,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL894,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL305660,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1566,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL914,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL923,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL621,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL417,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL637,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL54440,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL11,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1172,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL701,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL18797,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL509,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL420,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL270299,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1479,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL175,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1393,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL59,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL926,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1385840,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1729,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL976,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1113,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL189,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL128,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL15245,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL631,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL516,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL434,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL191,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1200633,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL404,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1483,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL30008,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL269732,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1460,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL597,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL716,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL14,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL584,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL115,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL94,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL12131,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL723,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL93,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL547,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1491,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL564,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL659,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1544,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL686,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL728,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL19224,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL21,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL490,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL72,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL493,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL114,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL192,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL80,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL50588,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL643,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL296419,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1405,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL334255,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL141,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1428,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1467,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL443,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL715,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL49,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL841,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL481,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL57,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL445,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL19215,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL163,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1503,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL567,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL23,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL122,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL595,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL479,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL822,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL139,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL6437,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL415,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL629,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL95,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL177,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL633,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1064,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL41,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL17157,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL84,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL808,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1741,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL12,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL182,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL121,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL496,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL20,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL563,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL90555,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL727,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL964,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL88,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL567597,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1751,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL527,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL310555,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL529,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL388590,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL254219,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL998,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL221753,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL64,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL45,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1554,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1433,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL991,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL222863,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL178,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL193,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL1425,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL9514,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL71,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL184,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL83,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL219916,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL160,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL6966,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL866,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL42,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL917,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL103,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL12089,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL129,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL61,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL118,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL521,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL532,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL9,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL123292,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL64391,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL6,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL58,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL91,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL107,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL54,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL559147,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL267345,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL104,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL185,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL44,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL8,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL157101,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL10,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL3545252,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL888,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL11359,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL428647,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL803,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL159,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL38,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL553025,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL105,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL34259,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL65,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL413,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL44657,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL53463,,,,,
CHEMBL217,Dopamine D2 receptor,P14416,9594,CHEMBL941,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL401571,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL123694,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL1079115,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL122230,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL1081335,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL1077915,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL3394257,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL1081873,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL1077902,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL591235,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL3819313,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL2312725,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL124137,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL1935744,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL258473,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL3394262,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL2071051,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL2071047,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL2322909,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL2070888,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL1080421,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL123465,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL2070884,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL4064795,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL340221,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL2322929,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL544678,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL3898647,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL261027,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL2071039,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL601732,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL1955898,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL3798766,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL520122,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL2042305,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL3922464,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL3913413,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL270654,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL3905929,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL398272,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL2042310,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL3798383,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL4076435,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL1955918,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL3969954,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL3952586,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL3903604,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL67134,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL3957127,,,,,
CHEMBL251,Adenosine A2a receptor,P29274,8730,CHEMBL4067401,,,,,
